Name,avg_salary,avg_raptor,season_end,season_start
John Starks,1927538.462,1.015384615,2002,1988
John Stockton,3985470.588,8.311764706,2003,1985
John Stroeder,75000,-7,1988,1987
John Thomas,498423.6,-5.74,2006,1997
John Turner,615000,-7.5,1992,1991
John Wall,11208733.13,1.5625,2018,2010
John Wallace,1478971.286,-4.257142857,2004,1996
John Williams,655500,-0.8,1995,1987
Johnny Davis,387500,-1.05,1986,1984
Johnny Dawkins,1230000,-0.6625,1995,1987
Johnny Moore,275000,5.25,1986,1984
Johnny Newman,1102733.333,-1.24,2002,1987
Johnny O'Bryant III,672307,-9.7,2018,2014
Johnny Rogers,75000,-6.2,1988,1987
Johnny Taylor,1037093.333,-10,2000,1997
Jon Barry,1416071.429,1.142857143,2006,1992
Jon Brockman,819196,-2.7,2012,2009
Jon Koncak,1561386.364,-1.8,1996,1985
Jon Leuer,4121262.5,-4.1,2018,2011
Jon Sundvold,242000,-3.216666667,1992,1984
Jonas Jerebko,4057198.5,-0.0125,2018,2009
Jonas Valanciunas,7555949.833,0.35,2018,2012
Jonathan Bender,3833768.25,-3.7375,2010,1999
Jonathan Gibson,362716,-4.55,2018,2016
Jonathan Isaac,4186320,-2.4,2018,2017
Jonathan Kerner,287500,-15.5,1999,1998
Jonathon Simmons,2566576.333,-2,2018,2015
Jonny Flynn,3192000,-5.8,2012,2009
Jordan Adams,1374360,-2.2,2016,2014
Jordan Bell,815615,2.2,2018,2017
Jordan Clarkson,6353723.75,-1.25,2018,2014
Jordan Crawford,1011160.667,-2.966666667,2018,2010
Jordan Farmar,1517747,-1.118181818,2017,2006
Jordan Hamilton,733403.8,-3.46,2016,2011
Jordan Hill,4014508.375,-3.7125,2017,2009
Jordan McRae,369794.6667,-3.166666667,2017,2015
Jordan Mickey,1298345,-4.3,2018,2015
Jordan Williams,473604,-1.6,2012,2011
Jorge Garbajosa,3875000,-0.75,2008,2006
Jorge Gutierrez,180565,-3.5,2016,2014
Jose Calderon,5953100.571,0.035714286,2018,2005
Jose Ortiz,275000,-7.5,1989,1988
Joseph Forte,974640,-7.1,2003,2001
Josh Boone,1364022,-1.825,2010,2006
Josh Childress,3942550.375,-1,2013,2004
Josh Davis,225418,-12.36,2012,2004
Josh Grant,150000,-1.8,1994,1993
Josh Gray,101376,-9.8,2018,2017
Josh Harrellson,570698,0.733333333,2014,2011
Josh Hart,1394520,1.4,2018,2017
Josh Howard,4044277.8,0.24,2013,2003
Josh Huestis,1267700.667,1.966666667,2018,2015
Josh Jackson,5090040,-4.5,2018,2017
Josh McRoberts,3117149.727,-2.427272727,2018,2007
Josh Powell,804498.3333,-6.866666667,2011,2005
Josh Richardson,957037,0.9,2018,2015
Josh Selby,656097.5,-8.7,2013,2011
Josh Smith,6647365.75,-0.79375,2018,2004
JR Smith,5150456.429,0.728571429,2018,2004
Jrue Holiday,8249462.556,1.755555556,2018,2009
Juan Carlos Navarro,538090,-1.9,2008,2007
Juan Dixon,1768479.714,-2.757142857,2009,2002
Juancho Hernangomez,2032140,-0.7,2018,2016
Juaquin Hawkins,587435,-2.5,2003,2002
Jud Buechler,1021363.636,-0.445454545,2002,1990
Julian Wright,2116714.25,-1.125,2011,2007
Julius Erving,1269500,2.45,1986,1984
Julius Hodge,1191780,-1.55,2007,2005
Julius Nwosu,150000,-9.6,1995,1994
Julius Randle,3386490.5,-9.675,2018,2014
Julyan Stone,920034.6667,0.3,2018,2011
Jumaine Jones,1210836.625,-2.35,2007,1999
Junior Bridgeman,350000,-2.6,1986,1984
Junior Burrough,300000,-7,1996,1995
Junior Harrington,478353.3333,-2.8,2007,2002
Justin Anderson,1514200,-2,2018,2015
Justin Hamilton,1908241,-0.9,2017,2014
Justin Harper,210231.3333,-10.26666667,2017,2011
Justin Holiday,1848715.75,-1.05,2018,2014
Justin Jackson,2365560,-3.7,2018,2017
Justin Patton,2247480,9.8,2018,2017
Justin Reed,775675,-5.566666667,2007,2004
Justin Williams,562090,-14.65,2008,2006
Justise Winslow,2593400,-1.366666667,2018,2015
Jusuf Nurkic,2118326.25,-0.5,2018,2014
Juwan Howard,7212649.19,-3.4,2012,1994
Kaniel Dickens,337615.3333,-2.166666667,2008,2003
Kareem Abdul-Jabbar,2140000,0.975,1989,1984
Kareem Rush,1229923,-3.957142857,2010,2002
Karl Malone,5885187.667,3.761111111,2004,1985
Karl-Anthony Towns,5960200,2.433333333,2018,2015
Kawhi Leonard,8768923.857,6.728571429,2018,2011
Kebu Stewart,242000,-2.1,1998,1997
Kedrick Brown,1815377,-1.3,2005,2001
Keith Appling,161776,-4.5,2016,2015
Keith Askins,444000,-0.511111111,1999,1990
Keith Bogans,1740034.636,-0.945454545,2014,2003
Keith Booth,642420,-6.2,1999,1997
Keith Closs,1440000,-2.833333333,2000,1997
Keith Jennings,246666.6667,1.866666667,1995,1992
Keith Langford,272316,-9.1,2008,2007
Keith Lee,324444,-2.633333333,1989,1985
Keith McLeod,929232.75,-3.05,2007,2003
Keith Owens,130000,-2.4,1992,1991
Keith Tower,144658,-14.2,1996,1994
Keith Van Horn,9395558.889,-0.611111111,2006,1997
Kelenna Azubuike,1404222.6,-1.64,2010,2006
Kelly McCarty,287500,-13.3,1999,1998
Kelly Olynyk,3985692.6,0.48,2018,2013
Kelly Oubre Jr.,2006640,-2.533333333,2018,2015
Kelly Tripucka,937000,-1.033333333,1991,1984
Kelvin Cato,4656846.5,-1.09,2007,1997
Kelvin Ransey,317500,-2.3,1986,1985
Kelvin Upshaw,30000,1.1,1991,1990
Kemba Walker,6675675.857,2.942857143,2018,2011
Ken Bannister,185000,-5.533333333,1991,1985
Ken Johnson,227729,-5.8,2003,1985
Ken Norman,1405800,-1.99,1997,1987
Kendall Gill,2897746.333,-0.12,2005,1990
Kendall Marshall,1746171.25,-4.375,2016,2012
Kendrick Perkins,3817896.533,-3.7,2018,2003
Kennard Winchester,126666.6667,-6.3,1993,1990
Kenneth Faried,6065269,-0.228571429,2018,2011
Kenny Anderson,4530371.429,0.678571429,2005,1991
Kenny Battle,245000,0.7,1993,1990
Kenny Carr,368625,-2.2,1986,1984
Kenny Fields,145000,-0.1,1986,1985
Kenny Gattison,893166.6667,-2.716666667,1996,1990
Kenny Green,245633,-9.4,1986,1985
Kenny Payne,436666.6667,-4.066666667,1993,1990
Kenny Satterfield,422626,-4.55,2003,2001
Kenny Smith,1463566.667,0.022222222,1997,1987
Kenny Thomas,4964833.091,-2.909090909,2010,1999
Kenny Walker,532000,-2.32,1995,1987
Kenny Williams,287500,0.05,1994,1990
Kent Bazemore,6317154.5,-1.783333333,2018,2012
Kent Benson,320000,-1.125,1988,1984
Kentavious Caldwell-Pope,5948306.6,0.44,2018,2013
Kenyon Martin,7535731.667,-0.853333333,2015,2000
Keon Clark,2531093.833,-2.45,2004,1998
Kerry Kittles,5976296.625,1.575,2005,1996
Kevin Brooks,800000,-6.466666667,1994,1991
Kevin Burleson,398762,-2.1,2006,2005
Kevin Duckworth,1824700,-4.8,1997,1987
Kevin Durant,14564456.18,4.8,2018,2007
Kevin Edwards,1267500,-1.92,2001,1988
Kevin Gamble,858250,0.225,1997,1988
Kevin Garnett,15993923.71,4.404761905,2016,1995
Kevin Grevey,383000,-2.4,1985,1984
Kevin Henderson,75000,-8.2,1988,1987
Kevin Johnson,2882554.545,3.581818182,1998,1987
Kevin Jones,390027,-2.9,2013,2012
Kevin Love,12220244.4,2.72,2018,2008
Kevin Lynch,250000,-5,1993,1992
Kevin Martin,6101187.769,-0.5,2016,2004
Kevin McHale,1775000,1.6,1993,1984
Kevin McKenna,117500,-0.8,1988,1984
Kevin Murphy,473604,-11.5,2013,2012
Kevin Ollie,1548570.615,-3.030769231,2010,1997
Kevin Pritchard,157666.6667,-3.433333333,1992,1990
Kevin Salvadori,273750,-8.4,1998,1996
Kevin Seraphin,2328698,-4.285714286,2017,2010
Kevin Thompson,150000,-8.7,1994,1993
Kevin Williams,137500,-2.35,1989,1987
Kevin Willis,1827823.529,-2.523529412,2005,1985
Kevon Looney,1262060.667,-3.666666667,2018,2015
Keyon Dooling,2343925.462,-2.223076923,2013,2000
Khalid El-Amin,316969,-1.6,2001,2000
Khalid Reeves,1287615.571,-2.4,2000,1994
Khem Birch,815615,0.8,2018,2017
Khris Middleton,7746286.5,1.416666667,2018,2012
Kiki Vandeweghe,815250,-0.514285714,1993,1984
Kim English,473604,-3.4,2013,2012
Kirk Haston,1227000,-11.35,2003,2001
Kirk Hinrich,5514789.846,1.076923077,2016,2003
Kirk Penney,8950,-10.4,2004,2003
Kirk Snyder,1667508.25,-1.55,2008,2004
Kiwane Garris,61147,-13.8,2000,1999
KJ McDaniels,2391334,-5.333333333,2017,2014
Klay Thompson,8542292.143,2.171428571,2018,2011
Kobe Bryant,16411903.1,3.12,2016,1996
Korleone Young,287500,8.2,1999,1998
Kornel David,247235.25,-3.175,2001,1998
Kosta Koufos,3883929.2,-1.1,2018,2008
Kosta Perovic,1800000,-4.2,2008,2007
Kostas Papanikolaou,2575000,-2.45,2016,2014
Kris Dunn,3959640,-2.25,2018,2016
Kris Humphries,4442018.429,-1.607142857,2017,2004
Kris Joseph,189442,-14.9,2013,2012
Kristaps Porzingis,4317680,2.133333333,2018,2015
Kurk Lee,120000,-5.8,1991,1990
Kurt Nimphius,261666.6667,-3.466666667,1988,1984
Kurt Rambis,592222.2222,-1.233333333,1994,1984
Kurt Thomas,3971476.438,-1.59375,2011,1995
Kwame Brown,5087246,-3.533333333,2013,2001
Kyle Anderson,1395085.75,-0.95,2018,2014
Kyle Korver,4609830.333,0.766666667,2018,2003
Kyle Kuzma,1423560,-1.5,2018,2017
Kyle Lowry,7788468.417,3.916666667,2018,2006
Kyle Macy,305000,1.05,1986,1984
Kyle O'Quinn,2371747.833,-0.183333333,2018,2012
Kyle Singler,2939833.333,-3.4,2018,2012
Kyle Weaver,838710,0.05,2010,2008
Kyrie Irving,10657859.71,2.428571429,2018,2011
Kyrylo Fesenko,879375,-4.025,2011,2007
LaBradford Smith,773333.3333,-2.9,1994,1991
Lamar Odom,8283404.143,1.264285714,2013,1999
Lamar Patterson,251238.6667,-3.733333333,2017,2015
LaMarcus Aldridge,12301576.83,2.1,2018,2006
Lamond Murray,3282791.667,-1.825,2006,1994
Lamont Strothers,150000,-8,1992,1991
Lanard Copeland,130000,-9.1,1992,1991
Lancaster Gordon,200000,-6.5,1986,1985
Lance Blanks,423333.3333,-1.9,1993,1990
Lance Stephenson,3098667.2,-3.28,2018,2010
Lance Thomas,2410720.143,-4.185714286,2018,2011
Landry Fields,3997159.8,-1.4,2015,2010
Langston Galloway,3236872,0.75,2018,2014
LaPhonso Ellis,2539909.091,-1.663636364,2003,1992
Lari Ketner,257919,-12.4,2001,1999
Laron Profit,575042.25,-3.2,2006,1999
Larry Bird,2540000,6.225,1992,1984
Larry Drew,612500,-1.925,1991,1984
Larry Drew II,94054.33333,-4.533333333,2018,2014
Larry Hughes,6526579.846,-1.107692308,2012,1998
Larry Johnson,6218642.8,0.55,2001,1991
Larry Krystkowiak,431750,-3.975,1995,1987
Larry Nance,1284777.778,2.877777778,1994,1984
Larry Nance Jr.,1278220.667,0.733333333,2018,2015
Larry Owens,70885,-1.4,2012,2010
Larry Robinson,663425,-2.65,2002,2000
Larry Sanders,3101753.857,1.042857143,2017,2010
Larry Smith,621000,-1.485714286,1993,1984
Larry Spriggs,112500,-3.15,1986,1984
Larry Stewart,435500,-1.98,1997,1991
LaSalle Thompson,1214850,-3.6,1997,1984
Latrell Sprewell,7466153.846,0.346153846,2005,1992
Lauri Markkanen,3821640,-0.1,2018,2017
Lavor Postell,456751.3333,-4.733333333,2003,2000
Lavoy Allen,2530294.5,-1.483333333,2017,2011
Lawrence Funderburke,2856250,-2.775,2003,1999
Lawrence Moten,300500,-2.1,1997,1995
Lawrence Roberts,531485.5,-0.55,2007,2005
Lazar Hayward,843243.25,-2.825,2013,2010
Lazaro Borrell,301875,-1.5,2000,1999
Leandro Barbosa,3574412.154,-0.838461538,2017,2003
LeBron James,15801364.8,7.393333333,2018,2003
Ledell Eackles,440000,-2.825,1995,1988
Lee Mayberry,990714.2857,-2.4,1999,1992
Lee Nailon,590222,-2.6,2006,2000
Leon Powe,737615.6,-1.36,2011,2006
Leon Smith,517360,-2.2,2002,2001
Leon Wood,181000,0.333333333,1988,1984
LeRon Ellis,243333.3333,-6,1996,1991
Les Jepsen,504500,-5.75,1992,1990
Lester Conner,434375,1.2,1994,1984
Lester Hudson,160388,-3.2,2015,2009
Lewis Lloyd,182500,0.55,1986,1984
Linas Kleiza,2694367.571,-2.171428571,2013,2005
Lindsey Hunter,2037682.353,-1.023529412,2010,1993
Linton Johnson,481168,-4.75,2009,2003
Lionel Chalmers,450000,-4.7,2005,2004
Lionel Simmons,1925342.857,-1.357142857,1997,1990
Litterial Green,212500,-2.7,1997,1992
Lloyd Daniels,153500,-1.84,1997,1992
Logan Vander Velden,200000,-8.5,1996,1995
Lonnie Shelton,407500,-3.2,1986,1984
Lonny Baxter,568465,-8.275,2006,2002
Lonzo Ball,6286560,0.6,2018,2017
Loren Meyer,548333.3333,-9.866666667,1999,1995
Loren Woods,633786.2,-3.82,2006,2001
Lorenzen Wright,4247461.154,-3.153846154,2009,1996
Lorenzo Charles,70000,-4,1986,1985
Lorenzo Williams,802142.8571,-2.357142857,2000,1992
Lou Roe,223750,-7.35,1997,1995
Lou Williams,4477563,0.107692308,2018,2005
Louis Amundson,937530,-4.536363636,2016,2006
Louis Orr,400000,-3.066666667,1988,1984
Loy Vaught,2652002.273,-2.481818182,2001,1990
Luc Longley,2955990,-3.18,2001,1991
Luc Mbah a Moute,2605930.7,-0.68,2018,2008
Lucas Nogueira,2118326.25,-1.9,2018,2014
Lucious Harris,1664166.667,-1.125,2005,1993
Luis Flores,385277,10.5,2005,2004
Luis Scola,5019398.923,-1.038461538,2017,2007
Luke Babbitt,1512680.429,-2.757142857,2018,2010
Luke Harangody,617899.5,-3.85,2012,2010
Luke Jackson,1237055.2,-7.52,2008,2004
Luke Kennard,2759280,-0.5,2018,2017
Luke Ridnour,3772456.5,-0.891666667,2015,2003
Luke Schenscher,55000,-5.2,2007,2006
Luke Walton,3390334,-1.92,2013,2003
Luke Zeller,473604,-7,2013,2012
Luol Deng,9765256.929,1.614285714,2018,2004
Luther Head,1164389.833,-1.1,2011,2005
Luther Wright,650000,-11.2,1994,1993
Lynn Greer,664209,-1,2007,2006
M.L. Carr,175000,-2.4,1985,1984
Maalik Wayns,217301,6.4,2013,2012
Maceo Baston,1615803.667,-1.766666667,2009,2006
Maciej Lampe,876333.3333,-9.266666667,2006,2003
Magic Johnson,2690476.667,7.883333333,1991,1984
Mahmoud Abdul-Rauf,2205500,-1.877777778,2001,1990
Major Jones,65000,-3.4,1985,1984
Makhtar N'Diaye,287500,-6.2,1999,1998
Malachi Richardson,1472220,-5.8,2018,2016
Malcolm Brogdon,1118805.5,1.1,2018,2016
Malcolm Delaney,2500000,-2.25,2018,2016
Malcolm Lee,631097.5,-1.65,2013,2011
Malcolm Mackey,550000,-5.9,1994,1993
Malcolm Thomas,288552,-7.4,2015,2011
Malik Allen,1260713,-4.15,2011,2001
Malik Beasley,1663980,0,2018,2016
Malik Hairston,543755.5,-2.25,2010,2008
Malik Monk,2904480,-7.6,2018,2017
Malik Rose,3929915.154,-3.261538462,2009,1996
Malik Sealy,1193750,-1.15,2000,1992
Mamadou N'Diaye,782400,-2.55,2005,2000
Manny Harris,238680,-9.966666667,2017,2010
Manu Ginobili,7971225.938,5.7375,2018,2002
Manute Bol,735937.5,-4.3875,1995,1985
Marc Gasol,13082512.2,2.22,2018,2008
Marc Iavaroni,180000,-6.25,1989,1984
Marc Jackson,3527424.143,-4.257142857,2007,2000
Marcelo Huertas,1012546.5,-2.7,2017,2015
Marcin Gortat,7411514.727,0.354545455,2018,2007
Marco Belinelli,3118977.25,-2.008333333,2018,2007
Marcus Banks,3266940,-3.0625,2011,2003
Marcus Brown,131647,-4.1,2000,1996
Marcus Camby,7271450.588,1.158823529,2013,1996
Marcus Fizer,2545062.8,-5,2005,2000
Marcus Georges-Hunt,350387.25,-9.45,2018,2016
Marcus Haislip,1157711.4,-4.98,2010,2002
Marcus Landry,457588,-13.7,2010,2009
Marcus Liberty,370000,-2.2,1994,1990
Marcus Morris,3334111.571,-1.571428571,2018,2011
Marcus Smart,3707815,1.3,2018,2014
Marcus Thornton,3902515.333,-0.777777778,2017,2009
Marcus Vinicius,550087,-3.2,2008,2006
Marcus Webb,140000,-1.7,1993,1992
Marcus Williams,881735.8,-4.52,2010,2006
Mardy Collins,1192425.5,-3.8,2010,2006
Mario Bennett,460833.3333,2.166666667,1998,1995
Mario Chalmers,2748255.111,1.577777778,2018,2008
Mario Elie,1180272.727,0.890909091,2001,1990
Mario Hezonja,3909880,-3.166666667,2018,2015
Mario Kasun,533663.5,-4.45,2006,2004
Mario West,528473.3333,-1.5,2010,2007
Mark Acres,321800,-5.38,1993,1987
Mark Aguirre,908515.5556,-0.466666667,1994,1984
Mark Alarie,327500,-2.8,1991,1987
Mark Blount,4076352.444,-4.155555556,2009,2000
Mark Bradtke,247500,-5.5,1997,1996
Mark Bryant,1253928.571,-3.214285714,2003,1988
Mark Davis,176040,-2.66,2000,1995
Mark Eaton,980500,-0.7625,1993,1984
Mark Hendrickson,244921.3333,-2.5,2000,1996
Mark Jackson,2243061.111,1.65,2004,1987
Mark Macon,1500200,-2.9,1996,1991
Mark Madsen,1438747.222,-3.622222222,2009,2000
Mark McNamara,121666.6667,-5.066666667,1989,1984
Mark Olberding,361250,-1.65,1986,1984
Mark Pope,555762.5,-6.5,2005,1997
Mark Price,2201992.727,3.4,1998,1987
Mark Randall,543333.3333,-4.3,1994,1991
Mark Strickland,1156908.714,-2.3,2003,1996
Mark West,864571.4286,-3.378571429,2000,1984
Markelle Fultz,7026240,-0.8,2018,2017
Markieff Morris,4637611.286,-1.357142857,2018,2011
Marko Jaric,4132142.857,0.885714286,2009,2002
Marko Milic,296000,-5.05,1999,1997
Marlon Garnett,287500,-5.6,1999,1998
Marlon Maxey,350000,-1.3,1994,1992
Marques Bragg,225000,-4.4,1996,1995
Marques Johnson,1000000,0.35,1986,1984
Marquese Chriss,3007620,-3.8,2018,2016
Marquis Daniels,3669735.2,-1.08,2013,2003
Marquis Teague,753688.3333,-8.333333333,2018,2012
Marreese Speights,2574358.8,-3.29,2018,2008
MarShon Brooks,961489.25,-1.225,2018,2011
Martell Webster,3567567.545,-2.590909091,2015,2005
Martin Lewis,200000,-4.2,1996,1995
Martin Muursepp,538060,-0.55,1998,1996
Marty Conlon,438108.8,-5.57,2000,1991
Martynas Andriuskevicius,398762,4,2006,2005
Marvin Williams,7313791.769,-0.430769231,2018,2005
Mason Plumlee,4088173.2,-1.46,2018,2013
Mateen Cleaves,1016812.8,-6.78,2006,2000
Matt Barnes,1951631.533,-0.4,2017,2004
Matt Bonner,2510694.5,0.816666667,2016,2004
Matt Bullard,707753.3,-1.63,2002,1990
Matt Carroll,3281892.444,-3.033333333,2013,2003
Matt Fish,198750,-7.15,1997,1994
Matt Freije,175513.3333,-4.133333333,2007,2004
Matt Geiger,3563552,-2.5,2002,1992
Matt Harpring,3792458.273,-0.036363636,2009,1998
Matt Maloney,1075270.75,-1.1875,2003,1996
Matt Othick,13000,-5,1993,1992
Matt Walsh,38904,-17.2,2006,2005
Matt Wenstrom,150000,-4.8,1994,1993
Matthew Dellavedova,5294690.5,-2.35,2018,2014
Maurice Ager,751656.25,-7.8,2011,2006
Maurice Cheeks,763571.4286,3.185714286,1993,1984
Maurice Evans,1623447.667,-1.244444444,2012,2001
Maurice Harkless,4579230.833,-1.4,2018,2012
Maurice Lucas,506833.3333,-2.033333333,1988,1984
Maurice Martin,225000,-4.9,1988,1987
Maurice Ndour,490394.5,-0.1,2017,2016
Maurice Taylor,4694411.8,-4.86,2007,1997
Maxi Kleber,815615,-0.6,2018,2017
Mehmet Okur,7293500,-0.46,2012,2002
Melvin Ely,1710378.125,-5.0625,2011,2002
Melvin Sanders,24315,-2.7,2006,2005
Melvin Turpin,570000,-1.366666667,1988,1984
Mengke Bateer,574566,-8.05,2004,2002
Meyers Leonard,4810076.5,-3.466666667,2018,2012
Michael Adams,826500,2.025,1995,1985
Michael Ansley,200000,2.2,1991,1990
Michael Beasley,2822272.231,-2.446153846,2018,2008
Michael Bradley,1032599.2,-4.92,2006,2001
Michael Brooks,75000,-4.8,1988,1987
Michael Cage,1238451.75,-0.016666667,2000,1985
Michael Carter-Williams,2556705.2,0.86,2018,2013
Michael Cooper,455833.3333,1.6,1988,1984
Michael Curry,1444512.2,-4.33,2005,1993
Michael Dickerson,2185132.4,-1.34,2003,1998
Michael Doleac,1984017.6,-4.14,2008,1998
Michael Finley,7698713.278,0.383333333,2010,1995
Michael Gbinije,650000,-8,2017,2016
Michael Hawkins,412843,-5.5,2001,1998
Michael Jackson,115000,-4.7,1988,1987
Michael Jordan,6377500,7.764285714,2003,1984
Michael Kidd-Gilchrist,7793487.333,2.033333333,2018,2012
Michael Olowokandi,4211854.444,-5.411111111,2007,1998
Michael Phelps,70000,-4.1,1986,1985
Michael Redd,8499277.083,0.075,2012,2000
Michael Ruffin,890911.5,-3.01,2009,1999
Michael Smith,1505000,-0.377777778,2001,1990
Michael Stewart,3155250,-4.35,2005,1997
Micheal Ray Richardson,588500,4.4,1986,1984
Micheal Williams,1675000,-2.244444444,1999,1988
Mickael Gelabale,683766,-1.866666667,2013,2006
Mickael Pietrus,3150792.636,-1.118181818,2013,2003
Mickell Gladness,248263,-5.4,2012,2011
Mickey Johnson,281500,-1.5,1986,1984
Mike Batiste,349458,-4.9,2003,2002
Mike Bibby,7649544.357,0.635714286,2012,1998
Mike Brittain,105000,-8.1,1986,1985
Mike Brown,920714.2857,-4.742857143,1995,1987
Mike Conley,10115923.18,2.727272727,2018,2007
Mike Dunleavy,5523378.4,-0.053333333,2017,2002
Mike Evans,106250,-1.025,1988,1984
Mike Gibson,80000,-2.9,1986,1985
Mike Gminski,1207222.222,-2.155555556,1994,1984
Mike Hall,135895,-5.9,2007,2006
Mike Harris,64978,-7.4,2010,2009
Mike Holton,135000,-1.75,1989,1987
Mike Iuzzolino,213000,-1.6,1993,1991
Mike James,3229197.4,-1.35,2013,2002
Mike McGee,300000,-0.625,1989,1984
Mike Miller,4904048.053,-0.805263158,2017,2000
Mike Mitchell,746666.6667,-1.733333333,1988,1984
Mike Muscala,1944863.5,-0.6,2018,2014
Mike O'Koren,248000,-0.633333333,1988,1984
Mike Penberthy,172687,3.25,2002,2000
Mike Peplowski,150000,-3.7,1994,1993
Mike Sanders,490000,-0.988888889,1993,1984
Mike Scott,2122309.667,-3.666666667,2018,2012
Mike Smith,316969,-3.2,2001,2000
Mike Smrek,208750,-4.325,1991,1985
Mike Sweetney,2158399,-2.675,2007,2003
Mike Taylor,500000,-4.3,2009,2008
Mike Tobey,138938,-0.6,2017,2016
Mike Wilks,453652.5556,-3.755555556,2010,2002
Mike Woodson,400000,-0.75,1989,1984
Mikki Moore,1946216.538,-2.792307692,2010,1999
Mile Ilic,800000,-37.9,2007,2006
Miles Plumlee,5078995.667,-3.533333333,2018,2012
Miles Simon,287500,-14,1999,1998
Milos Babic,200000,-9.8,1991,1990
Milos Teodosic,6000000,-1.8,2018,2017
Milt Palacio,707867,-3.742857143,2006,1999
Milt Wagner,75000,-4.7,1988,1987
Mindaugas Kuzminskas,2961517.5,-18.35,2018,2016
Miroslav Raduljica,198050,-11.3,2015,2014
Mirsad Turkcan,830745,-5.6,2000,1999
Mirza Teletovic,6031191.667,-1.066666667,2018,2012
Mitch Kupchak,1150000,-3.9,1986,1984
Mitch McGary,1431540,-7.5,2016,2014
Mitch Richmond,3757928.571,0.635714286,2002,1988
Mitchell Butler,506472.375,-3.0625,2004,1993
Mitchell Wiggins,206666.6667,-2.166666667,1992,1984
Mo Williams,5031687,-1.092307692,2016,2003
Monta Ellis,7859465.083,-0.191666667,2017,2005
Montrezl Harrell,1172127.333,0.3,2018,2015
Monty Williams,868223.125,-2.7,2003,1994
Moochie Norris,2739071.429,-3.585714286,2006,1998
Mookie Blaylock,2649166.667,3.808333333,2002,1990
Morlon Wiley,227400,-1.42,1995,1988
Morris Almond,1043700,-5.8,2009,2007
Morris Peterson,3806378.091,-0.490909091,2011,2000
Moses Malone,1649250,-0.918181818,1995,1984
Mouhamed Sene,2105520,-3.9,2009,2006
Muggsy Bogues,1139307.692,1.4,2001,1987
Mustafa Shakur,89670,-5.9,2011,2010
Mychal Thompson,696800,-1.72,1991,1984
Mychel Thompson,168035,-4.9,2012,2011
Myles Turner,2463840,-1.1,2018,2015
Myron Brown,200000,-2.7,1992,1991
Nando De Colo,1431500,-1.55,2014,2012
Nate Huffman,349458,-3.8,2003,2002
Nate McMillan,1045900,3.84,1998,1987
Nate Robinson,1902137,-0.1,2016,2005
Nathan Jawai,589267,-7.75,2010,2008
Nazr Mohammed,3639720.444,-3.416666667,2016,1998
Ndudi Ebi,870000,-2.4,2005,2003
Negele Knight,431583.3333,-7.9,1999,1990
Nemanja Bjelica,3916666.333,0.5,2018,2015
Nemanja Nedovic,1056720,-11.7,2014,2013
Nenad Krstic,2948774.857,-2.385714286,2011,2004
Nene,8070258.063,-1.13125,2018,2002
Nerlens Noel,3836252.25,-1.2,2018,2014
Nick Anderson,3035734.333,1.575,2002,1990
Nick Calathes,816482,2.9,2015,2014
Nick Collison,4196028.714,-0.907142857,2018,2004
Nick Fazekas,427163,-5.2,2008,2007
Nick Johnson,507336,-6.6,2015,2014
Nick Van Exel,5723759,-0.053846154,2006,1993
Nick Vanos,125000,-9.3,1986,1985
Nick Young,3517437.182,-2,2018,2007
Nicolas Batum,9496237.4,0.72,2018,2008
Nicolas Brussino,724360,-3.9,2018,2016
Nicolas Laprovittola,210995,-4.3,2017,2016
Nigel Hayes,60884,4.2,2018,2017
Nik Stauskas,3103866.75,-3.225,2018,2014
Nikola Jokic,1376627.333,7,2018,2015
Nikola Mirotic,7282793.75,3,2018,2014
Nikola Pekovic,8273466.667,-1.483333333,2016,2010
Nikola Vucevic,6172711.429,-0.371428571,2018,2011
Nikoloz Tskitishvili,2226882,-10.25,2006,2002
Noah Vonleh,2854628.25,-2.65,2018,2014
Nolan Smith,1355940,-6,2013,2011
Norm Nixon,681000,-1.3,1989,1984
Norm Richardson,332817,-3.3,2002,2001
Norman Powell,998672.6667,-0.7,2018,2015
Norris Cole,1428467.333,-4.216666667,2017,2011
O.J. Mayo,5768679.625,-1.1,2016,2008
Obinna Ekezie,422075,-11.33333333,2002,1999
OG Anunoby,1645200,0.7,2018,2017
Ognjen Kuzmic,816482,-10.8,2015,2014
Okaro White,599594,-6.333333333,2018,2016
Olden Polynice,1513571.429,-2.907142857,2004,1987
Oleksiy Pecherov,1446720,-4.2,2010,2007
Oliver Miller,893167.25,-1.4625,2004,1992
Olumide Oyedeji,456751.3333,-3.566666667,2003,2000
Omari Johnson,27648,-4.4,2018,2017
Omer Asik,7525304.625,-2.5375,2018,2010
Omri Casspi,1566183.3,-1.71,2018,2009
Orien Greene,371679,0.933333333,2011,2005
Orlando Johnson,362579,-8.65,2016,2012
Orlando Woolridge,746200,-1.25,1994,1984
Oscar Torres,250773,-2.55,2003,2001
Othella Harrington,2197745.455,-3.318181818,2008,1996
Othello Hunter,374839,-4.7,2010,2008
Otis Birdsong,891666.6667,-1.3,1988,1984
Otis Smith,323750,-2.625,1992,1987
Otis Thorpe,2350712.5,-0.90625,2001,1984
Otto Porter Jr.,8815734.2,-0.02,2018,2013
P.J. Brown,4967085.714,0.292857143,2007,1993
Pablo Prigioni,1177315.75,1.95,2016,2012
Pace Mannion,70000,-1.1,1986,1985
